educ,age,nonwhite,occ17_num,occ17,occ5_num,occ5
13,33,0,9,"Craftsmen, Other",5,Other Blue Collar
12,29,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
12,29,0,6,Clerical,3,"Sales, Clerical, Services"
12,42,1,13,Service,3,"Sales, Clerical, Services"
14,39,0,0,Unemployment,0,Unemployment
6,41,0,9,"Craftsmen, Other",5,Other Blue Collar
14,36,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,38,0,3,Managers,2,Managerial
18,37,0,5,Proprietors,2,Managerial
8,28,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
16,28,0,0,Unemployment,0,Unemployment
13,43,0,5,Proprietors,2,Managerial
12,42,0,13,Service,3,"Sales, Clerical, Services"
14,33,0,2,"Professionals, Salaried",1,Professional
12,44,0,15,"Laborers, Other",5,Other Blue Collar
16,40,0,2,"Professionals, Salaried",1,Professional
16,27,0,2,"Professionals, Salaried",1,Professional
10,37,0,15,"Laborers, Other",5,Other Blue Collar
11,43,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,29,1,0,Unemployment,0,Unemployment
12,29,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,28,0,3,Managers,2,Managerial
15,43,0,2,"Professionals, Salaried",1,Professional
12,30,0,0,Unemployment,0,Unemployment
12,40,0,10,"Craftsmen, Construction",5,Other Blue Collar
17,27,0,2,"Professionals, Salaried",1,Professional
14,39,0,4,"Salesmen, Other",2,Managerial
17,36,0,3,Managers,2,Managerial
14,25,0,9,"Craftsmen, Other",5,Other Blue Collar
12,31,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
20,40,0,2,"Professionals, Salaried",1,Professional
10,40,0,9,"Craftsmen, Other",5,Other Blue Collar
6,38,1,9,"Craftsmen, Other",5,Other Blue Collar
10,41,0,7,"Salesmen, Retail",3,"Sales, Clerical, Services"
12,32,0,10,"Craftsmen, Construction",5,Other Blue Collar
10,31,1,9,"Craftsmen, Other",5,Other Blue Collar
10,32,0,14,"Laborers, Manufacturing",4,MFG Blue Collar
10,37,0,15,"Laborers, Other",5,Other Blue Collar
12,29,0,10,"Craftsmen, Construction",5,Other Blue Collar
15,40,0,5,Proprietors,2,Managerial
16,44,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
12,39,1,13,Service,3,"Sales, Clerical, Services"
11,32,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
13,34,0,2,"Professionals, Salaried",1,Professional
16,27,0,2,"Professionals, Salaried",1,Professional
9,34,1,17,Farm laborers,5,Other Blue Collar
14,33,0,4,"Salesmen, Other",2,Managerial
7,33,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
4,33,0,0,Unemployment,0,Unemployment
12,32,0,11,"Operatives, Manufacturing",4,MFG Blue Collar
12,29,0,15,"Laborers, Other",5,Other Blue Collar
12,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,34,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
18,25,0,2,"Professionals, Salaried",1,Professional
16,28,0,2,"Professionals, Salaried",1,Professional
17,40,0,3,Managers,2,Managerial
12,32,0,12,"Operatives, Other",5,Other Blue Collar
9,37,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,31,0,2,"Professionals, Salaried",1,Professional
13,33,0,9,"Craftsmen, Other",5,Other Blue Collar
16,37,0,2,"Professionals, Salaried",1,Professional
17,32,0,2,"Professionals, Salaried",1,Professional
14,34,0,2,"Professionals, Salaried",1,Professional
12,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
16,34,0,2,"Professionals, Salaried",1,Professional
12,25,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
16,30,0,9,"Craftsmen, Other",5,Other Blue Collar
13,25,0,3,Managers,2,Managerial
14,44,0,5,Proprietors,2,Managerial
16,32,0,5,Proprietors,2,Managerial
14,31,0,10,"Craftsmen, Construction",5,Other Blue Collar
12,44,0,5,Proprietors,2,Managerial
13,37,0,8,"Craftsmen, Manufacturing",4,MFG Blue Collar
17,29,0,3,Managers,2,Managerial
12,25,1,11,"Operatives, Manufacturing",4,MFG Blue Collar
